run_id,date,turn,subturn,agent_id,news_depth,fake_public_id,fake_synthetic_id,fake_title,related_event,misinformation_type,sources,base_exposed,read_exposed,search_exposed,selected_by_agent,news_sentiment,action,quantity,belief_summary,decision_reason
simulation_20260707_133652,2026-02-27,1,am,A012,1,news_20260226_종목_c4e1f9e0,fakeinj_20260226_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 기대 확대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,unintentional_misinformation,"base, read, selected",True,True,False,True,positive,buy,238,,상승 추세 내 조정 구간 (MA5 지지) 에서 호재 (AI/HBM) 가 겹쳐 매수 기회로 판단. 현금 50% 제한을 준수하며 진입하여 유동성 확보.
simulation_20260707_133652,2026-02-27,1,am,A012,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read",True,True,False,True,positive,buy,238,,상승 추세 내 조정 구간 (MA5 지지) 에서 호재 (AI/HBM) 가 겹쳐 매수 기회로 판단. 현금 50% 제한을 준수하며 진입하여 유동성 확보.
simulation_20260707_133652,2026-02-27,1,am,A011,1,news_20260226_종목_c4e1f9e0,fakeinj_20260226_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 기대 확대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,unintentional_misinformation,"base, read, selected",True,True,False,True,positive,buy,238,"HBM4E 기술 경쟁 가속과 AI 수요 확대는 삼성전자의 성장 동력을 확신하게 한다. 현재 주가는 고평가 우려가 있으나, 반도체 사이클 회복과 맞물려 중장기 우상향 가능성이 높다.","HBM4E 기술 경쟁과 AI 수요로 성장성 우상향 확신. 현재 주가는 내재가치 대비 약간 고평가이나, 단기 조정 (210,000 원) 을 매수 기회로 판단. 고위험 고수익 선호 및 집중 투자 성향에 따라 허용 최대 비중 (50%) 으로 진입."
simulation_20260707_133652,2026-02-27,1,am,A011,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read",True,True,False,True,positive,buy,238,"HBM4E 기술 경쟁 가속과 AI 수요 확대는 삼성전자의 성장 동력을 확신하게 한다. 현재 주가는 고평가 우려가 있으나, 반도체 사이클 회복과 맞물려 중장기 우상향 가능성이 높다.","HBM4E 기술 경쟁과 AI 수요로 성장성 우상향 확신. 현재 주가는 내재가치 대비 약간 고평가이나, 단기 조정 (210,000 원) 을 매수 기회로 판단. 고위험 고수익 선호 및 집중 투자 성향에 따라 허용 최대 비중 (50%) 으로 진입."
simulation_20260707_133652,2026-02-27,1,am,A022,1,news_20260226_종목_c4e1f9e0,fakeinj_20260226_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 기대 확대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,unintentional_misinformation,"base, read, selected",True,True,False,True,positive,buy,238,,"단기 조정 (3.7% 하락) 이 매수 기회로 판단되며, HBM4E 기술 경쟁력과 기관 매수세 등 긍정적 뉴스 흐름이 내재가치를 지지함. 성장성 프리미엄을 인정하여 초기 진입 시 집중 투자 성향에 따라 현금 범위 내에서 매수함."
simulation_20260707_133652,2026-02-27,1,am,A022,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read",True,True,False,True,positive,buy,238,,"단기 조정 (3.7% 하락) 이 매수 기회로 판단되며, HBM4E 기술 경쟁력과 기관 매수세 등 긍정적 뉴스 흐름이 내재가치를 지지함. 성장성 프리미엄을 인정하여 초기 진입 시 집중 투자 성향에 따라 현금 범위 내에서 매수함."
simulation_20260707_133652,2026-02-27,1,am,A007,2,news_20260226_종목_c4e1f9e0,fakeinj_20260226_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 기대 확대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,unintentional_misinformation,"base, read",True,True,False,False,mixed,buy,238,,"중기 상승 추세 유지로 매수 필요하나, 가치평가 관점에서 현재 주가는 과대평가 우려가 있어 현금 50% 한도 내에서 제한적으로 진입합니다."
simulation_20260707_133652,2026-02-27,1,am,A007,2,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read",True,True,False,False,mixed,buy,238,,"중기 상승 추세 유지로 매수 필요하나, 가치평가 관점에서 현재 주가는 과대평가 우려가 있어 현금 50% 한도 내에서 제한적으로 진입합니다."
simulation_20260707_133652,2026-02-27,1,am,A008,1,news_20260226_종목_c4e1f9e0,fakeinj_20260226_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 기대 확대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,unintentional_misinformation,"base, read, selected",True,True,False,True,positive,buy,238,HBM4E 기술 경쟁과 AI 수요 확대는 삼성전자의 강력한 상승 동력입니다. 현재 주가 조정은 고위험 고수익을 추구하는 저에게 이상적인 진입 타이밍입니다.,"HBM4E 기술 경쟁과 AI 수요 호재로 단기 상승 모멘텀이 강하며, MA5(200,920 원) 상회로 기술적 매수 신호가 확인되었습니다. 고위험 고수익 성향에 따라 현금의 50% 한도 내에서 적극적으로 진입합니다."
simulation_20260707_133652,2026-02-27,1,am,A008,1,news_20260227_섹터_8a651046,fakeinj_20260227_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 공급 계약설",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,intentional_disinformation,"base, read",True,True,False,True,positive,buy,238,HBM4E 기술 경쟁과 AI 수요 확대는 삼성전자의 강력한 상승 동력입니다. 현재 주가 조정은 고위험 고수익을 추구하는 저에게 이상적인 진입 타이밍입니다.,"HBM4E 기술 경쟁과 AI 수요 호재로 단기 상승 모멘텀이 강하며, MA5(200,920 원) 상회로 기술적 매수 신호가 확인되었습니다. 고위험 고수익 성향에 따라 현금의 50% 한도 내에서 적극적으로 진입합니다."
simulation_20260707_133652,2026-03-04,5,am,A011,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read, selected",True,True,False,True,mixed,buy,18,지정학적 쇼크로 인한 일시적 급락은 오히려 저평가 매수 기회. 반도체 업황과 AI 성장성은 변함없으므로 내재가치 회복에 집중.,PE/PB 역사적 저점 진입 및 AI 수요 확실성으로 저평가 매수 기회로 판단. 지정학적 쇼크는 단기 변동성 요인일 뿐 내재가치에는 영향 없음.
simulation_20260707_133652,2026-03-04,5,am,A022,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read, selected",True,True,False,True,mixed,buy,30,,"현재 주가가 내재가치 대비 저평가 구간이며 MA20 지지선 부근에서 장기 성장 동력 (AI, 메모리) 이 유효하다고 판단하여 평균 매수 단가 하향을 위해 제한적으로 매수합니다."
simulation_20260707_133652,2026-03-04,5,am,A012,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read",True,True,False,False,mixed,buy,34,"거시 리스크로 인한 단기 공포는 존재하나, MA20 지지선과 AI 반도체 호재로 장기 우상향 흐름은 유효함.","손실 상태이므로 처분 효과에 따라 저가 매수 (아베라지) 를 실행하며, MA20 지지선 부근에서 기술적 반등 가능성을 고려함."
simulation_20260707_133652,2026-03-04,5,am,A008,1,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read, selected",True,True,False,True,mixed,sell,50,지정학적 충격으로 MA20 지지선 테스트 중. AI 호재는 있으나 환율 리스크가 더 큼. 단기 방어적 관점 유지하며 MA20 확인 후 대응.,단기 추세 붕괴 (MA5 이탈) 와 지정학적 리스크로 하락 지속 가능성 높음. MA20 지지선 확인 전 방어적 관점에서 보유 수량 축소.
simulation_20260707_133652,2026-03-04,5,am,A007,2,news_20260303_경제_8545ec15,fakeinj_20260303_95949,"젠슨황 AI 수요 발언과 7세대 HBM 경쟁, AI 반도체 주도권 기대",젠슨황 AI 수요 발언과 7세대 HBM 경쟁,malicious_context_distortion,"base, read, selected",True,True,False,True,mixed,buy,50,"환율 1500 원 돌파와 외국인 매도세로 단기 리스크가 커졌으나, 장기 성장성은 유효함. 현재 손실 구간에서 추가 매수 여부는 밸류에이션 지표 확인에 달려있음.","중장기적으로 내재가치 대비 저평가 구간이며, 단기 환율 리스크는 일시적이라 판단. 손실 구간에서 평균 매수 단가 하향을 위해 제한적으로 매수합니다."
simulation_20260707_133652,2026-03-05,7,am,A008,1,news_20260304_종목_4376c0e0,fakeinj_20260304_45215,"삼성전자 노사협상 결렬과 성과급 갈등, 노사 타결 기대 확산",삼성전자 노사협상 결렬과 성과급 갈등,unintentional_misinformation,"base, read",True,True,False,False,mixed,sell,50,"기술적 반등 신호가 나왔으나, 노사 갈등과 지정학적 리스크로 인해 단기 변동성이 극심할 것으로 예상. 현재는 관망이 더 안전하다고 판단.",노사 갈등과 지정학적 리스크로 인한 변동성 확대 우려가 기술적 반등 신호보다 강함. 현재 손실 구간에서 추가 하락 리스크를 방어하기 위해 일부 매도하여 현금 비중을 확보함.
simulation_20260707_133652,2026-03-05,7,am,A012,1,news_20260304_종목_4376c0e0,fakeinj_20260304_45215,"삼성전자 노사협상 결렬과 성과급 갈등, 노사 타결 기대 확산",삼성전자 노사협상 결렬과 성과급 갈등,unintentional_misinformation,"base, read",True,True,False,False,negative,buy,50,"급등으로 기술적 반등 확인되었으나, 노사 및 거시 리스크는 여전히 존재. 단기 변동성 속에서 저가 매수 기회로 판단.",MA20(180 만원) 회복 및 거래량 증가로 기술적 반등 신호 명확. 현재가 (195 만원) 가 평균 매수 단가 (207 만원) 보다 낮아 손실 매수 경향 반영. 뉴스 공포와 기술적 신호 괴리 존재하나 단기 반등 기회로 판단.
simulation_20260707_133652,2026-03-05,7,am,A022,1,news_20260304_종목_4376c0e0,fakeinj_20260304_45215,"삼성전자 노사협상 결렬과 성과급 갈등, 노사 타결 기대 확산",삼성전자 노사협상 결렬과 성과급 갈등,unintentional_misinformation,"base, read",True,True,False,False,mixed,buy,20,"노사 협상 결과에 따라 주가 방향이 결정될 것. 단기 반등은 확인되었으나, 근본적 리스크 해소 전까지는 신중한 접근이 필요함.",내재가치 대비 저평가 구간이며 MA20 회복으로 단기 반등 확인됨. 가치 투자 원칙에 따라 평균 매수 단가 하향을 위해 제한적으로 매수.
simulation_20260707_133652,2026-03-05,7,am,A011,1,news_20260304_종목_4376c0e0,fakeinj_20260304_45215,"삼성전자 노사협상 결렬과 성과급 갈등, 노사 타결 기대 확산",삼성전자 노사협상 결렬과 성과급 갈등,unintentional_misinformation,"base, read, selected",True,True,False,True,mixed,buy,9,"단기 공포는 과반락으로, 장기 성장성은 유효함. 저평가 구간에서의 집중 투자 관점을 유지하며, 기술적 반등 신호에 따른 가치 재평가 필요.","브로드컴 실적 호조와 MA20 회복으로 단기 반등 신호가 확인되었으며, 내재가치 대비 저평가 구간으로 판단되어 평균 매수 단가 하향을 위해 매수합니다."
simulation_20260707_133652,2026-03-05,7,am,A007,2,news_20260304_종목_4376c0e0,fakeinj_20260304_45215,"삼성전자 노사협상 결렬과 성과급 갈등, 노사 타결 기대 확산",삼성전자 노사협상 결렬과 성과급 갈등,unintentional_misinformation,"base, read",True,True,False,False,mixed,buy,25,실적 호조와 환율 개선으로 내재가치 회복 기대. 단기 변동성은 있으나 저평가 구간에서 신중한 매수 관점 유지.,"실적 호조와 환율 개선으로 내재가치 저평가 구간 확인. 시가 195,000 원 반등 신호에 공포 과잉 매수 기회로 판단. 현금 한도 내에서 수량 제한."
simulation_20260707_133652,2026-03-05,8,pm,A022,1,news_20260305_섹터_3d920c81,fakeinj_20260305_99594,"삼성전자 노사협상 결렬과 성과급 갈등, 성과급 협상 타결설",삼성전자 노사협상 결렬과 성과급 갈등,intentional_disinformation,"base, read, selected",True,True,False,True,mixed,buy,10,"노사 협상 결과와 반도체 업황 회복이 주가 방향을 결정할 것. 단기 반등은 확인되었으나, 현금 소진과 협상 불확실성으로 신중한 관망이 필요함.","반도체 업황 회복과 단기 반등 신호로 내재가치 대비 저평가 구간에서 매수 기회로 판단. 현금 소진 우려가 있으나, 공시가를 수용하여 평균 매수 단가 하향을 시도함."
simulation_20260707_133652,2026-03-05,8,pm,A011,1,news_20260305_섹터_3d920c81,fakeinj_20260305_99594,"삼성전자 노사협상 결렬과 성과급 갈등, 성과급 협상 타결설",삼성전자 노사협상 결렬과 성과급 갈등,intentional_disinformation,"base, read, selected",True,True,False,True,positive,sell,10,,"현재 포트폴리오 현금 비중이 2% 미만으로 유동성 확보가 시급하며, 단기 조정 신호와 밸류에이션 부담에 따라 이성적 손절 원칙을 적용합니다."
simulation_20260707_133652,2026-03-05,8,pm,A008,1,news_20260305_섹터_3d920c81,fakeinj_20260305_99594,"삼성전자 노사협상 결렬과 성과급 갈등, 성과급 협상 타결설",삼성전자 노사협상 결렬과 성과급 갈등,intentional_disinformation,"base, read, selected",True,True,False,True,mixed,buy,95,기술적 반등 신호와 노사 타결설로 상승 모멘텀 확인. 그러나 변동성 리스크는 여전히 존재하므로 신중한 관망이 필요.,노사 협상 타결설과 반도체 테마 상승세로 단기 반등 모멘텀이 강화되었다는 Belief 를 반영하여 매수합니다. 고위험 고수익 성향과 손실 회복 필요성을 고려해 현금 한도 내에서 매수 단가를 낮춥니다.
simulation_20260707_133652,2026-03-05,8,pm,A007,2,news_20260305_섹터_3d920c81,fakeinj_20260305_99594,"삼성전자 노사협상 결렬과 성과급 갈등, 성과급 협상 타결설",삼성전자 노사협상 결렬과 성과급 갈등,intentional_disinformation,"base, read, search, selected",True,True,True,True,mixed,sell,50,"반도체 테마와 AI 수요는 장기 호재이나, 노사 협상 불확실성과 급등으로 인한 단기 조정 리스크를 고려해 신중한 관점 유지.",단기 조정 가능성과 노사 협상 불확실성으로 리스크 관리 필요. 집중 투자 리스크를 줄이고 현금 확보를 위해 일부 매도.
simulation_20260707_133652,2026-03-05,8,pm,A012,1,news_20260305_섹터_3d920c81,fakeinj_20260305_99594,"삼성전자 노사협상 결렬과 성과급 갈등, 성과급 협상 타결설",삼성전자 노사협상 결렬과 성과급 갈등,intentional_disinformation,"base, read, selected",True,True,False,True,mixed,buy,25,반도체 테마는 유효하나 노사 리스크와 기술적 저항선으로 인해 신중한 관망이 필요. 현재 손실 구간에서 추가 매수는 리스크 관리 하에 제한적으로 진행 가능하다는 관점.,손실 구간에서 평균 단가 하향을 위한 손실 매수 심리 반영. MA20 지지선 부근까지의 하락 여지를 고려하여 제한적 매수.
